"date";"T3B1";"T3B3";"T3B4";"T3B2";"T2C1";"T2C2";"T2C3";"T2C4";"T1C2";"T1C3";"T1C4";"T1C5";"T1B2";"T1B3";"T1B4";"T1B5";"T3A2";"T3A3";"T3A5";"T1A1";"T1A2";"T1A3";"T1A4";"T2B1";"T2B2";"T2B3";"T2B4";"T2A4";"T2A1";"T2A2";"T2A3";"T3C1";"T3C3";"T3C4";"T3C5"
"50";"2021-06-02 02:45:00";2181.818115;2040.909058;1631.817993;7590.90918;6765.151855;689.393982;8590.90918;60.605999;75.758003;3257.575928;6090.90918;12356.06055;2378.788086;5719.698242;2787.878906;30.302999;0;2780.302979;0;3030.302979;3742.424072;2416.666992;17530.30273;1640.909058;77.273003;1281.817993;2045.454956;4969.698242;1303.030029;560.606018;3022.727051;24962.12109;3106.061035;11553.03027;9242.424805
"51";"2021-06-02 03:00:00";2181.81818148222;2038.67287503226;1632.41710146937;7590.92838634679;6765.65214082063;689.357530281422;8594.5604250458;59.9854530737462;77.4881381608562;3255.177579708;6087.13117131056;12359.7426507121;2379.45376577417;5719.69818575144;2786.62330740116;30.302999;4.6208092571231e-239;2781.56929712839;3.78535713289135e-259;3032.83547591188;3744.28693533387;2416.5302285318;17532.5152326188;1643.16072529128;76.6124434223294;1281.24981426792;2043.30773852935;4968.89858406905;1302.35164452667;560.462148005017;3018.80193417439;24974.0331593235;3103.64068886401;11557.4486492889;9246.77598112409
"52";"2021-06-02 03:15:00";2181.818115;2040.909058;1631.817993;7590.90918;6765.151855;689.393982;8598.484375;60.605999;75.758003;3257.575928;6083.333984;12356.06055;2378.788086;5719.698242;2780.302979;30.302999;0;2780.302979;0;3030.302979;3742.424072;2416.666992;17537.87891;1640.909058;72.726997;1272.727051;2037.879028;4969.698242;1303.030029;560.606018;3015.150879;24977.27344;3106.061035;11560.60645;9242.424805
"53";"2021-06-02 03:30:00";2181.818115;2050;1631.817993;7590.90918;6772.728027;689.393982;8598.484375;60.605999;68.181999;3265.150879;6083.333984;12356.06055;2378.788086;5719.698242;2780.302979;30.302999;0;2780.302979;0;3030.302979;3742.424072;2416.666992;17537.87891;1640.909058;54.544998;1259.090942;2022.727051;4969.698242;1303.030029;560.606018;3015.150879;24962.12109;3113.636963;11560.60645;9234.848633
"54";"2021-06-02 03:45:00";2181.818115;2050;1640.909058;7590.90918;6772.728027;689.393982;8598.484375;53.029999;68.181999;3257.575928;6090.90918;12356.06055;2386.364014;5719.698242;2787.878906;30.302999;0;2795.455078;0;3030.302979;3742.424072;2416.666992;17537.87891;1640.909058;40.909;1250;2007.57605;4969.698242;1303.030029;560.606018;3022.727051;24962.12109;3106.061035;11568.18164;9242.424805
"55";"2021-06-02 04:00:00";2181.818115;2050;1640.909058;7590.90918;6772.728027;689.393982;8606.060547;60.605999;75.758003;3257.575928;6090.90918;12356.06055;2378.788086;5719.698242;2780.302979;30.302999;0;2795.455078;0;3030.302979;3742.424072;2424.24292;17530.30273;1631.817993;36.363998;1240.909058;2000;4977.272949;1303.030029;568.182007;3022.727051;24962.12109;3113.636963;11560.60645;9242.424805
"56";"2021-06-02 04:15:00";2181.818115;2050;1640.909058;7590.90918;6772.728027;689.393982;8606.060547;60.605999;75.758003;3257.575928;6090.90918;12356.06055;2386.364014;5719.698242;2787.878906;30.302999;0;2795.455078;0;3037.878906;3742.424072;2424.24292;17545.45508;1631.817993;18.181999;1227.272949;1977.272949;4977.272949;1303.030029;568.182007;3022.727051;24962.12109;3106.061035;11560.60645;9242.424805
"57";"2021-06-02 04:30:00";2181.818115;2050;1640.909058;7590.90918;6780.303223;689.393982;8606.060547;60.605999;75.758003;3257.575928;6090.90918;12356.06055;2386.364014;5719.698242;2787.878906;30.302999;0;2795.455078;0;3037.878906;3742.424072;2424.24292;17545.45508;1622.727051;4.545;1222.727051;1962.120972;4977.272949;1310.605957;575.757996;3022.727051;24962.12109;3121.211914;11568.18164;9242.424805
"58";"2021-06-02 04:45:00";2181.818115;2050;1640.909058;7590.90918;6772.728027;689.393982;8606.060547;60.605999;75.758003;3257.575928;6090.90918;12356.06055;2386.364014;5719.698242;2787.878906;30.302999;0;2795.455078;0;3037.878906;3742.424072;2416.666992;17545.45508;1622.727051;0;1213.635986;1946.969971;4977.272949;1310.605957;575.757996;3022.727051;24962.12109;3121.211914;11560.60645;9242.424805
"59";"2021-06-02 05:00:00";2181.81811499409;2049.99716946424;1640.92051602093;7590.90917829338;6768.0245605543;695.71508181312;8606.01536152733;54.9090757735407;70.2426304001928;3257.5633975716;6090.91863142892;12356.0602225253;2386.53439787359;5719.69824200366;2787.8872718736;30.302999;-5.20025874641516e-235;2795.47414960904;-4.26004092427718e-255;3037.84536951491;3748.06578642611;2424.20659449577;17545.7589166619;1623.49896738217;8.40731523525465;1204.31449019502;1939.40525824698;4977.23724681944;1309.92423462569;580.704007683867;3022.61163429611;24963.0794963887;3120.03177852012;11564.609303702;9236.78486886899
"60";"2021-06-02 05:15:00";2181.818115;2050;1640.909058;7590.90918;6772.728027;696.969971;8606.060547;53.029999;68.181999;3257.575928;6090.90918;12356.06055;2386.364014;5719.698242;2787.878906;30.302999;0;2795.455078;0;3037.878906;3750;2431.818115;17545.45508;1618.182007;0;1200;1939.394043;4977.272949;1310.605957;583.333008;3022.727051;24962.12109;3121.211914;11568.18164;9234.848633
"61";"2021-06-02 05:30:00";2181.818115;2050;1640.909058;7590.90918;6780.303223;689.393982;8606.060547;60.605999;75.758003;3257.575928;6090.90918;12356.06055;2386.364014;5719.698242;2787.878906;30.302999;0;2795.455078;0;3037.878906;3742.424072;2424.24292;17545.45508;1609.090942;0;1200;1939.394043;4977.272949;1310.605957;575.757996;3022.727051;24962.12109;3121.211914;11560.60645;9242.424805
