"datetime";"T1A2";"T1A3";"T1A4";"T1B2";"T1B3";"T1B4";"T1B5";"T1C2";"T1C4";"T2A1";"T2A2";"T2A3";"T2A4";"T2B2";"T2B3";"T2B4";"T2C1";"T2C2";"T2C3";"T2C4";"T3A2";"T3A3";"T3A5";"T3B1";"T3B2";"T3B3";"T3B4";"T3C1";"T3C3";"T3C4";"T3C5";"phase"
"50";2021-06-02 02:45:00;3742.424072;2416.666992;17530.30273;2378.788086;5719.698242;2787.878906;30.302999;75.758003;6090.90918;1303.030029;560.606018;3022.727051;4969.698242;-22.7269970000002;-13.6369629999995;-15.1510009999988;6765.151855;689.393982;8590.90918;60.605999;0;1122.726807;0;2181.818115;7590.90918;2040.909058;1631.817993;24962.12109;3106.061035;11553.03027;9242.424805;"Increment"
"51";2021-06-02 03:00:00;3744.28693533387;2416.5302285318;17532.5152326188;2379.45376577417;5719.69818575144;2786.62330740116;30.302999;77.4881381608562;6087.13117131056;1302.35164452667;560.462148005017;3018.80193417439;4968.89858406905;-23.3875565776711;-14.2051417320804;-17.2982184706493;6765.65214082063;689.357530281422;8594.5604250458;59.9854530737462;4.6208092571231e-239;1123.99312512839;3.78535713289135e-259;2181.81818148222;7590.92838634679;2038.67287503226;1632.41710146937;24974.0331593235;3103.64068886401;11557.4486492889;9246.77598112409;"Increment"
"52";2021-06-02 03:15:00;3742.424072;2416.666992;17537.87891;2378.788086;5719.698242;2780.302979;30.302999;75.758003;6083.333984;1303.030029;560.606018;3015.150879;4969.698242;-27.2730030000007;-22.7279050000002;-22.7269290000008;6765.151855;689.393982;8598.484375;60.605999;0;1122.726807;0;2181.818115;7590.90918;2040.909058;1631.817993;24977.27344;3106.061035;11560.60645;9242.424805;"Increment"
"53";2021-06-02 03:30:00;3742.424072;2416.666992;17537.87891;2378.788086;5719.698242;2780.302979;30.302999;68.181999;6083.333984;1303.030029;560.606018;3015.150879;4969.698242;-45.4550020000011;-36.3640139999993;-37.8789059999986;6772.728027;689.393982;8598.484375;60.605999;0;1122.726807;0;2181.818115;7590.90918;2050;1631.817993;24962.12109;3113.636963;11560.60645;9234.848633;"Increment"
"54";2021-06-02 03:45:00;3742.424072;2416.666992;17537.87891;2386.364014;5719.698242;2787.878906;30.302999;68.181999;6090.90918;1303.030029;560.606018;3022.727051;4969.698242;-59.0910000000008;-45.454956;-53.0299070000005;6772.728027;689.393982;8598.484375;53.029999;0;1137.878906;0;2181.818115;7590.90918;2050;1640.909058;24962.12109;3106.061035;11568.18164;9242.424805;"Increment"
"55";2021-06-02 04:00:00;3742.424072;2424.24292;17530.30273;2378.788086;5719.698242;2780.302979;30.302999;75.758003;6090.90918;1303.030029;568.182007;3022.727051;4977.272949;-63.6360019999997;-54.5458980000008;-60.6059570000002;6772.728027;689.393982;8606.060547;60.605999;0;1137.878906;0;2181.818115;7590.90918;2050;1640.909058;24962.12109;3113.636963;11560.60645;9242.424805;"Increment"
"56";2021-06-02 04:15:00;3742.424072;2424.24292;17545.45508;2386.364014;5719.698242;2787.878906;30.302999;75.758003;6090.90918;1303.030029;568.182007;3022.727051;4977.272949;-81.8180010000001;-68.1820069999999;-83.3330080000019;6772.728027;689.393982;8606.060547;60.605999;0;1137.878906;0;2181.818115;7590.90918;2050;1640.909058;24962.12109;3106.061035;11560.60645;9242.424805;"Increment"
"57";2021-06-02 04:30:00;3742.424072;2424.24292;17545.45508;2386.364014;5719.698242;2787.878906;30.302999;75.758003;6090.90918;1310.605957;575.757996;3022.727051;4977.272949;-95.4550000000004;-72.7279050000002;-98.4849849999996;6780.303223;689.393982;8606.060547;60.605999;0;1137.878906;0;2181.818115;7590.90918;2050;1640.909058;24962.12109;3121.211914;11568.18164;9242.424805;"Increment"
"58";2021-06-02 04:45:00;3742.424072;2416.666992;17545.45508;2386.364014;5719.698242;2787.878906;30.302999;75.758003;6090.90918;1310.605957;575.757996;3022.727051;4977.272949;-100;-81.8189700000007;-113.635986000002;6772.728027;689.393982;8606.060547;60.605999;0;1137.878906;0;2181.818115;7590.90918;2050;1640.909058;24962.12109;3121.211914;11560.60645;9242.424805;"Increment"
"59";2021-06-02 05:00:00;3748.06578642611;2424.20659449577;17545.7589166619;2386.53439787359;5719.69824200366;2787.8872718736;30.302999;70.2426304001928;6090.91863142892;1309.92423462569;580.704007683867;3022.61163429611;4977.23724681944;-91.5926847647465;-91.1404658049801;-121.200698753019;6768.0245605543;695.71508181312;8606.01536152733;54.9090757735407;-5.20025874641516e-235;1137.89797760904;-4.26004092427718e-255;2181.81811499409;7590.90917829338;2049.99716946424;1640.92051602093;24963.0794963887;3120.03177852012;11564.609303702;9236.78486886899;"Increment"
"60";2021-06-02 05:15:00;3750;2431.818115;17545.45508;2386.364014;5719.698242;2787.878906;30.302999;68.181999;6090.90918;1310.605957;583.333008;3022.727051;4977.272949;-100;-95.454956;-121.211914;6772.728027;696.969971;8606.060547;53.029999;0;1137.878906;0;2181.818115;7590.90918;2050;1640.909058;24962.12109;3121.211914;11568.18164;9234.848633;"Shrinkage"
"61";2021-06-02 05:30:00;3742.424072;2424.24292;17545.45508;2386.364014;5719.698242;2787.878906;30.302999;75.758003;6090.90918;1310.605957;575.757996;3022.727051;4977.272949;-100;-95.454956;-121.211914;6780.303223;689.393982;8606.060547;60.605999;0;1137.878906;0;2181.818115;7590.90918;2050;1640.909058;24962.12109;3121.211914;11560.60645;9242.424805;"Shrinkage"
"62";2021-06-02 05:45:00;3742.424072;2424.24292;17545.45508;2386.364014;5719.698242;2787.878906;30.302999;75.758003;6090.90918;1310.605957;575.757996;3022.727051;4977.272949;-100;-104.545898000001;-136.364013999999;6772.728027;696.969971;8606.060547;60.605999;0;1137.878906;0;2181.818115;7590.90918;2050;1640.909058;24977.27344;3121.211914;11568.18164;9242.424805;"Expansion"
"63";2021-06-02 06:00:00;3742.424072;2424.24292;17545.45508;2386.364014;5719.698242;2795.455078;30.302999;68.181999;6090.90918;1318.182007;583.333008;3030.302979;4977.272949;-100;-118.182007;-159.090941999999;6772.728027;689.393982;8606.060547;60.605999;0;1137.878906;0;2181.818115;7590.90918;2050;1640.909058;24977.27344;3121.211914;11560.60645;9242.424805;"Increment"
"64";2021-06-02 06:15:00;3742.424072;2424.24292;17545.45508;2386.364014;5719.698242;2787.878906;30.302999;75.758003;6090.90918;1310.605957;575.757996;3030.302979;4977.272949;-99.9999999999998;-118.182007;-174.241943000001;6780.303223;696.969971;8606.060547;60.605999;0;1137.878906;0;2181.818115;7590.90918;2050;1640.909058;24969.69727;3121.211914;11568.18164;9242.424805;"Increment"
"65";2021-06-02 06:30:00;3750;2424.24292;17545.45508;2393.939941;5719.698242;2787.878906;30.302999;75.758003;6090.90918;1318.182007;575.757996;3022.727051;4977.272949;-104.546021000002;-118.182007;-174.241943000001;6787.878906;696.969971;8613.636719;60.605999;0;1137.878906;0;2181.818115;7590.90918;2050;1640.909058;24977.27344;3121.211914;11568.18164;9242.424805;"Increment"
